Estado,Ciudad,Longitud,Latitud
Oaxaca,San Pedro Yucunama,-97.2857328,17.3339615
Oaxaca,San Raymundo Jalpan,-96.4519792,16.5813427
Oaxaca,San SebastiÃ¡n Abasolo,-96.3519893,16.594083
Oaxaca,San SebastiÃ¡n CoatlÃ¡n,-96.4939141,16.1204531
Oaxaca,San SebastiÃ¡n Ixcapa,-98.0840154,16.3237202
Oaxaca,San SebastiÃ¡n Nicananduta,-97.4059766,17.3104429
Oaxaca,San SebastiÃ¡n RÃ­o Hondo,-96.2750618,16.105819
Oaxaca,San SebastiÃ¡n Tecomaxtlahuaca,-98.0152226,17.2045083
Oaxaca,San SebastiÃ¡n Teitipac,-96.3650468,16.5705129
Oaxaca,San SebastiÃ¡n Tutla,-96.4019633,17.0330514
Oaxaca,San SimÃ³n Almolongas,-96.431082,16.2426667
Oaxaca,San SimÃ³n ZahuatlÃ¡n,-98.0016302,17.4943872
Oaxaca,Santa Ana,-96.4303396,16.2026297
Oaxaca,Santa Ana Ateixtlahuaca,-96.5422979,18.1238082
Oaxaca,Santa Ana CuauhtÃ©moc,-96.4740914,17.5901828
Oaxaca,Santa Ana del Valle,-96.2818029,16.5941377
Oaxaca,Santa Ana Tavela,-95.5441643,16.3916739
Oaxaca,Santa Ana Tlapacoyan,-96.5013502,16.4438412
Oaxaca,Santa Ana Yareni,-96.3638806,17.2352036
Oaxaca,Santa Ana Zegache,-96.433338,16.5016351
Oaxaca,Santa Catalina QuierÃ­,-96.1557089,16.1919924
Oaxaca,Santa Catarina Cuixtla,-96.3841078,16.1815824
Oaxaca,Santa Catarina Ixtepeji,-96.3342117,17.1555976
Oaxaca,Santa Catarina Juquila,-97.1732902,16.1413234
Oaxaca,Santa Catarina Lachatao,-96.2822563,17.1606411
Oaxaca,Santa Catarina Loxicha,-96.4517516,16.0410216
Oaxaca,Santa Catarina MechoacÃ¡n,-97.5009693,16.2003961
Oaxaca,Santa Catarina Minas,-96.3655642,16.4645083
Oaxaca,Santa Catarina QuianÃ©,-96.4426691,16.5249102
Oaxaca,Santa Catarina Tayata,-97.3330164,17.2052097
Oaxaca,Santa Catarina TicuÃ¡,-97.3205491,17.0416449
Oaxaca,Santa Catarina YosonotÃº,-97.394366,17.0113979
Oaxaca,Santa Catarina Zapoquila,-97.3605959,18.0352407
Oaxaca,Santa Cruz Acatepec,-96.5231149,18.0949542
Oaxaca,Santa Cruz Amilpas,-96.4102462,17.033132
Oaxaca,Santa Cruz de Bravo,-98.1326361,17.3452946
Oaxaca,Santa Cruz Itundujia,-97.3937985,16.5229749
Oaxaca,Santa Cruz Mixtepec,-96.5256666,16.4732794
Oaxaca,Santa Cruz Nundaco,-97.4323474,17.1026901
Oaxaca,Santa Cruz Papalutla,-96.3505681,16.5734159
Oaxaca,Santa Cruz Tacache de Mina,-98.0902835,17.4939581
Oaxaca,Santa Cruz Tacahua,-97.2931797,16.5508044
Oaxaca,Santa Cruz Tayata,-97.3406942,17.2127968
Oaxaca,Santa Cruz Xitla,-96.4023264,16.1920772
Oaxaca,Santa Cruz XoxocotlÃ¡n,-96.4403689,17.0138213
Oaxaca,Santa Cruz Zenzontepec,-97.2942284,16.3206472
Oaxaca,Santa Gertrudis,-96.4749961,16.4711741
Oaxaca,Santa InÃ©s del Monte,-96.5142073,16.553276
Oaxaca,Santa InÃ©s Yatzeche,-96.4522767,16.4831224
Oaxaca,Santa LucÃ­a del Camino,-96.4140838,17.0350825
Oaxaca,Santa LucÃ­a MiahuatlÃ¡n,-96.370556,16.1111303
Oaxaca,Santa LucÃ­a Monteverde,-97.395869,16.5816648
Oaxaca,Santa LucÃ­a OcotlÃ¡n,-96.4049426,16.4431884
Oaxaca,Santa MarÃ­a Alotepec,-95.5116458,17.0531544
Oaxaca,Santa MarÃ­a Apazco,-97.0601393,17.38045
Oaxaca,Santa MarÃ­a la AsunciÃ³n,-96.4909715,18.0629607
Oaxaca,Heroica Ciudad de Tlaxiaco,-97.404977,17.1602891
Oaxaca,Ayoquezco de Aldama,-96.5035212,16.4108396
Oaxaca,Santa MarÃ­a Atzompa,-96.464534,17.0610316
Oaxaca,Santa MarÃ­a CamotlÃ¡n,-97.4136168,17.5358418
Oaxaca,Santa MarÃ­a Colotepec,-96.561892,15.5352052
Oaxaca,Santa MarÃ­a Cortijo,-98.1708579,16.2702889
Oaxaca,Santa MarÃ­a Coyotepec,-96.4224251,16.5801778
Oaxaca,Santa MarÃ­a ChachoÃ¡pam,-97.1700618,17.313056
Oaxaca,Villa de Chilapa de DÃ­az,-97.3754884,17.3517984
Oaxaca,Santa MarÃ­a Chilchotla,-96.4949946,18.1403265
Oaxaca,Santa MarÃ­a Chimalapa,-94.405888,16.5435712
Oaxaca,Santa MarÃ­a del Rosario,-97.3537753,17.2106341
Oaxaca,Santa MarÃ­a del Tule,-96.3811732,17.0248126
Oaxaca,Santa MarÃ­a Ecatepec,-95.5252069,16.1703057
Oaxaca,Santa MarÃ­a GuelacÃ©,-96.3610188,17.0003156
Oaxaca,Santa MarÃ­a Guienagati,-95.2116149,16.4416738
Oaxaca,Santa MarÃ­a Huatulco,-96.1919535,15.5010001
Oaxaca,Santa MarÃ­a HuazolotitlÃ¡n,-97.54463,16.1808
Oaxaca,Santa MarÃ­a Ipalapa,-98.0201766,16.3810387
Oaxaca,Santa MarÃ­a IxcatlÃ¡n,-97.1125735,17.5105735
Oaxaca,Santa MarÃ­a Jacatepec,-96.1240768,17.5136478
Oaxaca,Santa MarÃ­a Jalapa del MarquÃ©s,-95.2636161,16.2624235
Oaxaca,Santa MarÃ­a Jaltianguis,-96.3141777,17.2156206
Oaxaca,Santa MarÃ­a LachixÃ­o,-97.0109159,16.4339922
Oaxaca,Santa MarÃ­a Mixtequilla,-95.1537704,16.222535
Oaxaca,Santa MarÃ­a Nativitas,-97.2005234,17.394138
Oaxaca,Santa MarÃ­a Nduayaco,-97.2946814,17.2441432
Oaxaca,Santa MarÃ­a Ozolotepec,-96.221224,16.0751027
Oaxaca,Santa MarÃ­a PÃ¡palo,-96.4750483,17.4702976
Oaxaca,Santa MarÃ­a PeÃ±oles,-97.0008804,17.0444094
Oaxaca,Santa MarÃ­a Petapa,-95.0712139,16.4920745
Oaxaca,Santa MarÃ­a Quiegolani,-96.0307211,16.1637968
Oaxaca,Santa MarÃ­a Sola,-97.004721,16.3400297
Oaxaca,Santa MarÃ­a Tataltepec,-97.2342416,17.0832852
Oaxaca,Santa MarÃ­a Tecomavaca,-97.0127974,17.5722526
Oaxaca,Santa MarÃ­a Temaxcalapa,-96.094492,17.2251958
Oaxaca,Santa MarÃ­a Temaxcaltepec,-97.1140758,16.0947192
Oaxaca,Santa MarÃ­a Teopoxco,-96.5718501,18.0959973
Oaxaca,Santa MarÃ­a Tepantlali,-96.0036433,16.5951047
Oaxaca,Santa MarÃ­a TexcatitlÃ¡n,-97.0400082,17.4246458
Oaxaca,Santa MarÃ­a Tlahuitoltepec,-96.0347708,17.0551133
Oaxaca,Santa MarÃ­a Tlalixtac,-96.4417071,17.5706038
Oaxaca,Santa MarÃ­a Tonameca,-96.3243315,15.4449702
Oaxaca,Santa MarÃ­a Totolapilla,-95.3731637,16.3611622
Oaxaca,Santa MarÃ­a Xadani,-95.0111461,16.2137083
Oaxaca,Santa MarÃ­a Yalina,-96.1546013,17.1425695
Oaxaca,Santa MarÃ­a YavesÃ­a,-96.2546256,17.1403175
Oaxaca,Santa MarÃ­a Yolotepec,-97.3019181,16.5236497
Oaxaca,Santa MarÃ­a YosoyÃºa,-97.3053252,17.0712669
Oaxaca,Santa MarÃ­a Yucuhiti,-97.4610232,17.0105494
Oaxaca,Santa MarÃ­a Zacatepec,-97.5923559,16.455002
Oaxaca,Santa MarÃ­a Zaniza,-97.2018757,16.3918351
Oaxaca,Santa MarÃ­a ZoquitlÃ¡n,-96.2110336,16.3330095
Oaxaca,Santiago Amoltepec,-97.294129,16.382726
Oaxaca,Santiago Apoala,-97.0813003,17.3854969
Oaxaca,Santiago ApÃ³stol,-96.432069,16.4815347
Oaxaca,Santiago Astata,-95.4033116,15.5915472
Oaxaca,Santiago AtitlÃ¡n,-95.5644869,17.0614304
Oaxaca,Santiago Ayuquililla,-97.5729744,17.5606381
Oaxaca,Santiago Cacaloxtepec,-97.4425751,17.4312857
Oaxaca,Santiago CamotlÃ¡n,-96.1104762,17.2646561
Oaxaca,Santiago Comaltepec,-96.3252127,17.3350852
Oaxaca,Villa de Santiago Chazumba,-97.4049943,18.1119566
Oaxaca,Santiago ChoÃ¡pam,-95.5521444,17.2138203
Oaxaca,Santiago del RÃ­o,-98.0518745,17.2721511
Oaxaca,Santiago HuajolotitlÃ¡n,-97.4354361,17.4935939
Oaxaca,Santiago Huauclilla,-97.0417498,17.2703027
Oaxaca,Santiago IhuitlÃ¡n Plumas,-97.2547075,17.5054508
Oaxaca,Santiago Ixcuintepec,-95.372318,16.5605302
Oaxaca,Santiago Ixtayutla,-97.3907088,16.3354023
Oaxaca,Santiago Jamiltepec,-97.4910856,16.164605
Oaxaca,Santiago Jocotepec,-95.5639898,17.3208447
Oaxaca,Santiago Juxtlahuaca,-98.0044818,17.2007045
Oaxaca,Santiago Lachiguiri,-95.315757,16.4111251
Oaxaca,Santiago Lalopa,-96.1454932,17.2504654
Oaxaca,Santiago Laollaga,-95.1216485,16.3505592
Oaxaca,Santiago Laxopa,-96.1848227,17.1311127
Oaxaca,Santiago Llano Grande,-98.1722807,16.2921935
Oaxaca,Santiago MatatlÃ¡n,-96.2300324,16.5157958
Oaxaca,Santiago Miltepec,-97.4121439,17.590504
Oaxaca,Santiago Minas,-97.1341352,16.253426
Oaxaca,Santiago Nacaltepec,-96.5459384,17.3019707
Oaxaca,Santiago Nejapilla,-97.2221419,17.2513022
Oaxaca,Santiago Nundiche,-97.4024594,17.1954452
Oaxaca,Santiago NuyoÃ³,-97.4559541,17.0054621
Oaxaca,Santiago Pinotepa Nacional,-98.0301251,16.2020433
Oaxaca,Santiago Suchilquitongo,-96.522527,17.1449653
Oaxaca,Santiago Tamazola,-98.1314881,17.4009512
Oaxaca,Santiago Tapextla,-98.2650907,16.2027492
Oaxaca,Villa TejÃºpam de la UniÃ³n,-97.2824675,17.4001515
Oaxaca,Santiago Tenango,-97.0014773,17.1929714
Oaxaca,Santiago Tepetlapa,-97.240553,17.4657345
Oaxaca,Santiago Tetepec,-97.4453714,16.1920175
Oaxaca,Santiago Texcalcingo,-96.5807569,18.1229504
Oaxaca,Santiago TextitlÃ¡n,-97.1537153,16.4133808
Oaxaca,Santiago Tilantongo,-97.2023293,17.1659078
Oaxaca,Santiago Tillo,-97.1911004,17.2737026
Oaxaca,Santiago Tlazoyaltepec,-96.5943783,17.0136847
Oaxaca,Santiago Xanica,-96.1329734,16.0034088
Oaxaca,Santiago XiacuÃ­,-96.2553861,17.1735231
Oaxaca,Santiago Yaitepec,-97.1609695,16.1332056
Oaxaca,Santiago Yaveo,-95.420249,17.2008982
Oaxaca,Santiago YolomÃ©catl,-97.3411101,17.2815358
Oaxaca,Santiago YosondÃºa,-97.3435792,16.5224158
Oaxaca,Santiago Yucuyachi,-98.1147058,17.3629525
Oaxaca,Santiago Zacatepec,-95.5453864,17.0933823
Oaxaca,Santiago Zoochila,-96.1431699,17.1314038
Oaxaca,Nuevo ZoquiÃ¡pam,-96.3711943,17.1728758
Oaxaca,Santo Domingo Ingenio,-94.4607068,16.3518572
Oaxaca,Santo Domingo Albarradas,-96.1200338,17.0404957
Oaxaca,Santo Domingo Armenta,-98.2241348,16.19587
Oaxaca,Santo Domingo ChihuitÃ¡n,-95.094453,16.353079
Oaxaca,Santo Domingo de Morelos,-96.4005075,15.4958816
Oaxaca,Santo Domingo IxcatlÃ¡n,-97.3154961,16.5450136
Oaxaca,Santo Domingo NuxaÃ¡,-97.0714556,17.131883
Oaxaca,Santo Domingo Ozolotepec,-96.1837438,16.0903125
Oaxaca,Santo Domingo Petapa,-95.0825521,16.4914409
Oaxaca,Santo Domingo Roayaga,-96.0652462,17.201547
Oaxaca,Santo Domingo Tehuantepec,-95.1355377,16.195541
Oaxaca,Santo Domingo Teojomulco,-97.1334275,16.352185
Oaxaca,Santo Domingo Tepuxtepec,-96.0319463,16.5724794
Oaxaca,Santo Domingo TlatayÃ¡pam,-97.2049283,17.2426884
Oaxaca,Santo Domingo Tomaltepec,-96.3727687,17.0337511
Oaxaca,Santo Domingo TonalÃ¡,-97.5750156,17.4028602
Oaxaca,Santo Domingo Tonaltepec,-97.2136296,17.3639086
Oaxaca,Santo Domingo XagacÃ­a,-96.1604661,17.0919953
Oaxaca,Santo Domingo YanhuitlÃ¡n,-97.2032314,17.3140954
Oaxaca,Santo Domingo Yodohino,-97.405888,17.3700791
Oaxaca,Santo Domingo Zanatepec,-94.2114052,16.2858093
Oaxaca,Santos Reyes Nopala,-97.0840009,16.0624352
Oaxaca,Santos Reyes PÃ¡palo,-96.513916,17.4816764
Oaxaca,Santos Reyes Tepejillo,-97.5617961,17.2615921
Oaxaca,Santos Reyes YucunÃ¡,-98.0016296,17.4639867
Oaxaca,Santo TomÃ¡s Jalieza,-96.4015719,16.5039762
Oaxaca,Santo TomÃ¡s Mazaltepec,-96.521752,17.1024696
Oaxaca,Santo TomÃ¡s Ocotepec,-97.4544285,17.0842916
Oaxaca,Santo TomÃ¡s Tamazulapan,-96.3508984,16.1619324
Oaxaca,San Vicente CoatlÃ¡n,-96.5041835,16.2312788
Oaxaca,San Vicente LachixÃ­o,-97.0110304,16.4215636
Oaxaca,San Vicente NuÃ±Ãº,-97.2632221,17.2724339
Oaxaca,SilacayoÃ¡pam,-98.0833307,17.300521
Oaxaca,Sitio de Xitlapehua,-96.3157371,16.210373
Oaxaca,Soledad Etla,-96.4914725,17.1018063
Oaxaca,Villa de TamazulÃ¡pam del Progreso,-97.3422253,17.4023026
Oaxaca,Tanetze de Zaragoza,-96.180805,17.2236239
Oaxaca,Taniche,-96.4512893,16.3401072
Oaxaca,Tataltepec de ValdÃ©s,-97.324585,16.1823063
Oaxaca,Teococuilco de Marcos PÃ©rez,-96.36538,17.2107161
Oaxaca,TeotitlÃ¡n de Flores MagÃ³n,-97.0414535,18.0756404
Oaxaca,TeotitlÃ¡n del Valle,-96.3108215,17.0146486
Oaxaca,Teotongo,-97.3212165,17.4334764
Oaxaca,Tepelmeme Villa de Morelos,-97.2143913,17.5229302
Oaxaca,"Heroica Villa TezoatlÃ¡n de Segura y Luna, Cuna de la Independencia de Oaxaca",-97.4830016,17.3916079
Oaxaca,San JerÃ³nimo Tlacochahuaya,-96.3451865,17.0031921
Oaxaca,Tlacolula de Matamoros,-96.2845174,16.5720246
Oaxaca,Tlacotepec Plumas,-97.2558185,17.5102798
Oaxaca,Tlalixtac de Cabrera,-96.3854301,17.0428144
Oaxaca,Totontepec Villa de Morelos,-96.0138477,17.1531082
Oaxaca,Trinidad Zaachila,-96.4555236,16.5516418
Oaxaca,La Trinidad Vista Hermosa,-97.3020705,17.4621469
Oaxaca,UniÃ³n Hidalgo,-94.494418,16.2822166
Oaxaca,Valerio Trujano,-96.5848795,17.4618172
Oaxaca,San Juan Bautista Valle Nacional,-96.1814561,17.4629832
Oaxaca,Villa DÃ­az Ordaz,-96.2557133,16.5954773
Oaxaca,Yaxe,-96.2820923,16.4330456
Oaxaca,Magdalena Yodocono de Porfirio DÃ­az,-97.2117914,17.2306338
Oaxaca,Yogana,-96.4718796,16.274037
Oaxaca,Yutanduchi de Guerrero,-97.1750996,17.0222039
Oaxaca,Villa de Zaachila,-96.4502118,16.5702584
Oaxaca,San Mateo Yucutindoo,-97.1419959,16.5234931
Oaxaca,ZapotitlÃ¡n Lagunas,-98.2322469,17.4519713
Oaxaca,ZapotitlÃ¡n Palmas,-97.4905333,17.5323506
Oaxaca,Santa InÃ©s de Zaragoza,-97.0933206,17.1342605
Oaxaca,ZimatlÃ¡n de Ãlvarez,-96.4708279,16.520007
Puebla,Acajete,-97.5709774,19.0617785
Puebla,Acateno,-97.1237453,20.0747659
Puebla,AcatlÃ¡n,-98.0254981,18.1208285
Puebla,Acatzingo,-97.4707655,18.5846038
Puebla,Acteopan,-98.4255049,18.4554073
Puebla,AhuacatlÃ¡n,-97.5138516,20.0019678
Puebla,AhuatlÃ¡n,-98.1518828,18.342284
Puebla,Ahuazotepec,-98.0944451,20.0245768
Puebla,Ahuehuetitla,-98.1316879,18.1238763
Puebla,Ajalpan,-97.1529896,18.2239132
Puebla,Albino Zertuche,-98.3224572,18.0102198
Puebla,Aljojuca,-97.3152807,19.0601463
Puebla,Altepexi,-97.1757047,18.2200361
Puebla,AmixtlÃ¡n,-97.4756101,20.0257973
Puebla,Amozoc,-98.0241701,19.0240606
Puebla,Aquixtla,-97.5611903,19.474808
Puebla,Atempan,-97.2733403,19.502364
Puebla,Atexcal,-97.4412541,18.2354063
Puebla,Atlixco,-98.2603003,18.5431854
Puebla,Atoyatempan,-97.5449499,18.4921241
Puebla,Atzala,-98.3315393,18.3241352
Puebla,AtzitzihuacÃ¡n,-98.345751,18.4925362
Puebla,Atzitzintla,-97.1938596,18.5350575
Puebla,Axutla,-98.2321852,18.1118794
Puebla,Ayotoxco de Guerrero,-97.2437885,20.0549774
Puebla,Calpan,-98.2733261,19.0628577
Puebla,Caltepec,-97.2845734,18.1056308
Puebla,Camocuautla,-97.4527817,20.0218556
Puebla,Caxhuacan,-97.3623822,20.0350249
Puebla,Coatepec,-97.4356158,20.0343722
Puebla,Coatzingo,-98.1027179,18.3654516
Puebla,Cohetzala,-98.4821199,18.1223111
Puebla,Cohuecan,-98.431376,18.4659538
Puebla,Coronango,-98.1829065,19.0751968
Puebla,CoxcatlÃ¡n,-97.0849607,18.1559519
Puebla,Coyomeapan,-96.5933001,18.1701493
Puebla,Coyotepec,-97.4950808,18.2415897
Puebla,Cuapiaxtla de Madero,-97.4931071,18.5500744
Puebla,Cuautempan,-97.4746468,19.5445498
Puebla,CuautinchÃ¡n,-98.0057515,18.5720571
Puebla,Cuautlancingo,-98.1623916,19.0521649
Puebla,Cuayuca de Andrade,-98.1101912,18.2911993
Puebla,Cuetzalan del Progreso,-97.3114774,20.0106673
Puebla,Cuyoaco,-97.3718665,19.3619215
Puebla,Chalchicomula de Sesma,-97.2654585,18.5917736
Puebla,Chapulco,-97.2440202,18.3713757
Puebla,Chiautla,-98.3610012,18.1758744
Puebla,Chiautzingo,-98.2805733,19.1210492
Puebla,Chiconcuautla,-97.5622652,20.0541163
Puebla,Chichiquila,-97.0403756,19.1200927
Puebla,Chietla,-98.3442069,18.3109713
Puebla,ChigmecatitlÃ¡n,-98.0432236,18.3844038
Puebla,Chignahuapan,-98.0151511,19.5017604
Puebla,Chignautla,-97.2322523,19.4850083
Puebla,Chila,-97.5141977,17.5812057
Puebla,Chila de la Sal,-98.290356,18.063276
Puebla,Honey,-98.1243695,20.1421169
Puebla,Chilchotla,-97.1102016,19.1518727
Puebla,Chinantla,-98.154739,18.1201808
Puebla,Domingo Arenas,-98.2727033,19.0831303
Puebla,EloxochitlÃ¡n,-96.5717414,18.2956209
Puebla,EpatlÃ¡n,-98.221484,18.3830432
Puebla,Esperanza,-97.2230455,18.5130085
Puebla,Francisco Z. Mena,-97.5107695,20.4401299
Puebla,General Felipe Ãngeles,-97.4231659,18.5936267
Puebla,Guadalupe,-98.0713517,18.0529282
Puebla,Guadalupe Victoria,-97.2033704,19.1723231
Puebla,Hermenegildo Galeana,-97.4440635,20.0718241
Puebla,Huaquechula,-98.3229515,18.4614548
Puebla,Huatlatlauca,-98.0302779,18.4043588
Puebla,Huauchinango,-98.0304824,20.1028912
Puebla,Huehuetla,-97.3729639,20.0614895
Puebla,HuehuetlÃ¡n el Chico,-98.4116613,18.2223401
Puebla,Huejotzingo,-98.2429272,19.0932379
Puebla,Hueyapan,-97.2645106,19.5257209
Puebla,Hueytamalco,-97.1720547,19.5622124
Puebla,Hueytlalpan,-97.4155242,20.013264
Puebla,Huitzilan de SerdÃ¡n,-97.4137173,19.5758364
Puebla,Huitziltepec,-97.5251,18.4609896
Puebla,Atlequizayan,-97.372671,20.0050427
Puebla,Ixcamilpa de Guerrero,-98.4147663,18.0137356
Puebla,Ixcaquixtla,-97.4956451,18.2736344
Puebla,IxtacamaxtitlÃ¡n,-97.4859653,19.3724972
Puebla,Ixtepec,-97.3848406,20.0129772
Puebla,IzÃºcar de Matamoros,-98.2755463,18.3608032
Puebla,Jalpan,-97.5633473,20.2848347
Puebla,Jolalpan,-98.5039471,18.191386
Puebla,Jonotla,-97.3429657,20.0149369
Puebla,Jopala,-97.4134512,20.0946081
Puebla,Juan C. Bonilla,-98.194452,19.0638502
Puebla,Juan Galindo,-98.0007711,20.1243499
Puebla,Juan N. MÃ©ndez,-97.4620244,18.3224016
Puebla,Lafragua,-97.1756356,19.1747917
Puebla,Libres,-97.4115814,19.2753037
Puebla,La Magdalena Tlatlauquitepec,-98.0602522,18.4530672
Puebla,Mazapiltepec de JuÃ¡rez,-97.4212605,19.0709351
Puebla,Mixtla,-97.5343754,18.541109
Puebla,Molcaxac,-97.5442694,18.4416445
Puebla,CaÃ±ada Morelos,-97.2519545,18.4413178
Puebla,Naupan,-98.0635039,20.1342499
Puebla,Nauzontla,-97.3611231,19.5732536
Puebla,Nealtican,-98.2539829,19.0303408
Puebla,NicolÃ¡s Bravo,-97.1820372,18.3647604
Puebla,Nopalucan,-97.4924736,19.1257705
Puebla,Ocotepec,-97.3857183,19.3319793
Puebla,Ocoyucan,-98.1809167,18.5836744
Puebla,Olintla,-97.4105055,20.06064
Puebla,Oriental,-97.3709663,19.2232889
Puebla,PahuatlÃ¡n,-98.0859677,20.1632614
Puebla,Palmar de Bravo,-97.3251024,18.5009335
Puebla,Pantepec,-97.5618567,20.3118551
Puebla,Petlalcingo,-97.5504253,18.0455925
Puebla,Piaxtla,-98.1536521,18.1155522
Puebla,Puebla,-98.1150981,19.0238363
Puebla,Quecholac,-97.3937615,18.5718228
Puebla,QuimixtlÃ¡n,-97.0808439,19.1511742
Puebla,Rafael Lara Grajales,-97.4816383,19.1331383
Puebla,Los Reyes de JuÃ¡rez,-97.4847173,18.5648438
Puebla,San AndrÃ©s Cholula,-98.180236,19.0303398
Puebla,San Antonio CaÃ±ada,-97.1724005,18.2950418
Puebla,San Diego la Mesa Tochimiltzingo,-98.1953051,18.4834512
Puebla,San Felipe Teotlalcingo,-98.2943637,19.1408609
Puebla,San Felipe TepatlÃ¡n,-97.4746203,20.0528808
Puebla,San Gabriel Chilac,-97.2052734,18.1934584
Puebla,San Gregorio Atzompa,-98.2044756,19.0136069
Puebla,San JerÃ³nimo Tecuanipan,-98.2403445,19.0051883
Puebla,San JerÃ³nimo XayacatlÃ¡n,-97.5451614,18.131657
Puebla,San JosÃ© Chiapa,-97.46078,19.1431454
Puebla,San JosÃ© MiahuatlÃ¡n,-97.1715558,18.1724858
Puebla,San Juan Atenco,-97.3227037,19.0523942
Puebla,San Juan Atzompa,-98.0127534,18.4445937
Puebla,San MartÃ­n Texmelucan,-98.2607856,19.1658469
Puebla,San MartÃ­n Totoltepec,-98.2047043,18.3857132
Puebla,San MatÃ­as Tlalancaleca,-98.2953388,19.1927938
Puebla,San Miguel IxitlÃ¡n,-97.4624327,17.5958265
Puebla,San Miguel Xoxtla,-98.1834916,19.100589
Puebla,San NicolÃ¡s Buenos Aires,-97.3254283,19.0942828
Puebla,San NicolÃ¡s de los Ranchos,-98.2908509,19.0421321
Puebla,San Pablo Anicano,-98.0502517,18.0728036
Puebla,San Pedro Cholula,-98.1827021,19.0344943
Puebla,San Pedro Yeloixtlahuaca,-98.0441157,18.0701578
Puebla,San Salvador el Seco,-97.3833899,19.0805083
Puebla,San Salvador el Verde,-98.3101797,19.1608474
Puebla,San Salvador Huixcolotla,-97.4618442,18.5514195
Puebla,San SebastiÃ¡n Tlacotepec,-96.5102197,18.2416726
Puebla,Santa Catarina Tlaltempan,-98.044764,18.3651345
Puebla,Santa InÃ©s Ahuatempan,-98.0103704,18.2445784
Puebla,Santa Isabel Cholula,-98.2245261,18.5940468
Puebla,Santiago MiahuatlÃ¡n,-97.2630672,18.3311359
Puebla,HuehuetlÃ¡n el Grande,-98.1004478,18.44179
Puebla,Santo TomÃ¡s Hueyotlipan,-97.5202032,18.5327921
Puebla,Soltepec,-97.4230401,19.0709221
Puebla,Tecali de Herrera,-97.580889,18.5403717
Puebla,Tecamachalco,-97.4342298,18.530489
Puebla,TecomatlÃ¡n,-98.1851741,18.0639457
Puebla,TehuacÃ¡n,-97.2331196,18.2743864
Puebla,Tehuitzingo,-98.1634054,18.1954171
Puebla,Tenampulco,-97.2419488,20.1016749
Puebla,TeopantlÃ¡n,-98.1544534,18.4247734
Puebla,Teotlalco,-98.4641767,18.2810642
Puebla,Tepanco de LÃ³pez,-97.3341393,18.3318247
Puebla,Tepango de RodrÃ­guez,-97.4746572,20.0010125
Puebla,Tepatlaxco de Hidalgo,-97.5759821,19.0438288
Puebla,Tepeaca,-97.5419564,18.5758078
Puebla,Tepemaxalco,-98.3744598,18.4408172
Puebla,Tepeojuma,-98.2701039,18.4320815
Puebla,Tepetzintla,-97.5027511,19.5801509
Puebla,Tepexco,-98.4125866,18.3829879
Puebla,Tepexi de RodrÃ­guez,-97.5534285,18.3451661
Puebla,Tepeyahualco,-97.2932106,19.2931221
Puebla,Tepeyahualco de CuauhtÃ©moc,-97.5240903,18.4847337
Puebla,Tetela de Ocampo,-97.48215,19.4900329
Puebla,Teteles de Avila Castillo,-97.2725749,19.5129844
Puebla,TeziutlÃ¡n,-97.2139159,19.4904766
Puebla,Tianguismanalco,-98.2653589,18.5839932
Puebla,Tilapa,-98.3323076,18.3529692
Puebla,Tlacotepec de Benito JuÃ¡rez,-97.3912743,18.4057963
Puebla,Tlacuilotepec,-98.0408073,20.1934555
Puebla,Tlachichuca,-97.2508807,19.0656285
Puebla,Tlahuapan,-98.3456636,19.1949813
Puebla,Tlaltenango,-98.2039539,19.1012084
Puebla,Tlanepantla,-97.5314629,18.515531
Puebla,Tlaola,-97.5527403,20.0813325
Puebla,Tlapacoya,-97.5104946,20.0723343
Puebla,TlapanalÃ¡,-98.321606,18.4146119
Puebla,Tlatlauquitepec,-97.2948011,19.5104787
Puebla,Tlaxco,-98.0143117,20.2525734
Puebla,Tochimilco,-98.3419798,18.5334528
Puebla,Tochtepec,-97.4932696,18.5024411
Puebla,Totoltepec de Guerrero,-97.5118484,18.1321148
Puebla,Tulcingo,-98.2628715,18.0242489
Puebla,Tuzamapan de Galeana,-97.3430368,20.035622
Puebla,Tzicatlacoyan,-98.0253315,18.5028419
Puebla,Venustiano Carranza,-97.400978,20.3017751
Puebla,Vicente Guerrero,-97.1208842,18.3216338
Puebla,XayacatlÃ¡n de Bravo,-97.5831943,18.1408075
Puebla,Xicotepec,-97.5729317,20.1633811
Puebla,XicotlÃ¡n,-98.3129818,18.0331475
Puebla,Xiutetelco,-97.1935464,19.4745821
Puebla,Xochiapulco,-97.3931318,19.4916387
Puebla,Xochiltepec,-98.2036541,18.3900099
Puebla,XochitlÃ¡n de Vicente SuÃ¡rez,-97.3748336,19.5805972
Puebla,XochitlÃ¡n Todos Santos,-97.4630277,18.4219777
Puebla,YaonÃ¡huac,-97.2759206,19.5215223
Puebla,Yehualtepec,-97.3946331,18.4735848
Puebla,Zacapala,-98.0355183,18.3526232
Puebla,Zacapoaxtla,-97.3522393,19.5222931
Puebla,ZacatlÃ¡n,-97.573688,19.5556514
Puebla,ZapotitlÃ¡n,-97.2831515,18.1946952
Puebla,ZapotitlÃ¡n de MÃ©ndez,-97.4254285,20.0007643
Puebla,Zaragoza,-97.3320331,19.4617166
Puebla,Zautla,-97.4020389,19.4254447
