Municipio,Latitud,Longitud
San Pedro YÃ³lox-Oaxaca,17.3518369,-96.3305672
San Pedro y San Pablo Ayutla-Oaxaca,17.0137743,-96.0437494
Villa de Etla-Oaxaca,17.1227101,-96.4802086
San Pedro y San Pablo Teposcolula-Oaxaca,17.3043451,-97.2917479
San Pedro y San Pablo Tequixtepec-Oaxaca,18.0338362,-97.4304246
San Pedro Yucunama-Oaxaca,17.3339615,-97.2857328
San Raymundo Jalpan-Oaxaca,16.5813427,-96.4519792
San SebastiÃ¡n Abasolo-Oaxaca,16.594083,-96.3519893
San SebastiÃ¡n CoatlÃ¡n-Oaxaca,16.1204531,-96.4939141
San SebastiÃ¡n Ixcapa-Oaxaca,16.3237202,-98.0840154
San SebastiÃ¡n Nicananduta-Oaxaca,17.3104429,-97.4059766
San SebastiÃ¡n RÃ­o Hondo-Oaxaca,16.105819,-96.2750618
San SebastiÃ¡n Tecomaxtlahuaca-Oaxaca,17.2045083,-98.0152226
San SebastiÃ¡n Teitipac-Oaxaca,16.5705129,-96.3650468
San SebastiÃ¡n Tutla-Oaxaca,17.0330514,-96.4019633
San SimÃ³n Almolongas-Oaxaca,16.2426667,-96.431082
San SimÃ³n ZahuatlÃ¡n-Oaxaca,17.4943872,-98.0016302
Santa Ana-Oaxaca,16.2026297,-96.4303396
Santa Ana Ateixtlahuaca-Oaxaca,18.1238082,-96.5422979
Santa Ana CuauhtÃ©moc-Oaxaca,17.5901828,-96.4740914
Santa Ana del Valle-Oaxaca,16.5941377,-96.2818029
Santa Ana Tavela-Oaxaca,16.3916739,-95.5441643
Santa Ana Tlapacoyan-Oaxaca,16.4438412,-96.5013502
Santa Ana Yareni-Oaxaca,17.2352036,-96.3638806
Santa Ana Zegache-Oaxaca,16.5016351,-96.433338
Santa Catalina QuierÃ­-Oaxaca,16.1919924,-96.1557089
Santa Catarina Cuixtla-Oaxaca,16.1815824,-96.3841078
Santa Catarina Ixtepeji-Oaxaca,17.1555976,-96.3342117
Santa Catarina Juquila-Oaxaca,16.1413234,-97.1732902
Santa Catarina Lachatao-Oaxaca,17.1606411,-96.2822563
Santa Catarina Loxicha-Oaxaca,16.0410216,-96.4517516
Santa Catarina MechoacÃ¡n-Oaxaca,16.2003961,-97.5009693
Santa Catarina Minas-Oaxaca,16.4645083,-96.3655642
Santa Catarina QuianÃ©-Oaxaca,16.5249102,-96.4426691
Santa Catarina Tayata-Oaxaca,17.2052097,-97.3330164
Santa Catarina TicuÃ¡-Oaxaca,17.0416449,-97.3205491
Santa Catarina YosonotÃº-Oaxaca,17.0113979,-97.394366
Santa Catarina Zapoquila-Oaxaca,18.0352407,-97.3605959
Santa Cruz Acatepec-Oaxaca,18.0949542,-96.5231149
Santa Cruz Amilpas-Oaxaca,17.033132,-96.4102462
Santa Cruz de Bravo-Oaxaca,17.3452946,-98.1326361
Santa Cruz Itundujia-Oaxaca,16.5229749,-97.3937985
Santa Cruz Mixtepec-Oaxaca,16.4732794,-96.5256666
Santa Cruz Nundaco-Oaxaca,17.1026901,-97.4323474
Santa Cruz Papalutla-Oaxaca,16.5734159,-96.3505681
Santa Cruz Tacache de Mina-Oaxaca,17.4939581,-98.0902835
Santa Cruz Tacahua-Oaxaca,16.5508044,-97.2931797
Santa Cruz Tayata-Oaxaca,17.2127968,-97.3406942
Santa Cruz Xitla-Oaxaca,16.1920772,-96.4023264
Santa Cruz XoxocotlÃ¡n-Oaxaca,17.0138213,-96.4403689
Santa Cruz Zenzontepec-Oaxaca,16.3206472,-97.2942284
Santa Gertrudis-Oaxaca,16.4711741,-96.4749961
Santa InÃ©s del Monte-Oaxaca,16.553276,-96.5142073
Santa InÃ©s Yatzeche-Oaxaca,16.4831224,-96.4522767
Santa LucÃ­a del Camino-Oaxaca,17.0350825,-96.4140838
Santa LucÃ­a MiahuatlÃ¡n-Oaxaca,16.1111303,-96.370556
Santa LucÃ­a Monteverde-Oaxaca,16.5816648,-97.395869
Santa LucÃ­a OcotlÃ¡n-Oaxaca,16.4431884,-96.4049426
Santa MarÃ­a Alotepec-Oaxaca,17.0531544,-95.5116458
Santa MarÃ­a Apazco-Oaxaca,17.38045,-97.0601393
Santa MarÃ­a la AsunciÃ³n-Oaxaca,18.0629607,-96.4909715
Heroica Ciudad de Tlaxiaco-Oaxaca,17.1602891,-97.404977
Ayoquezco de Aldama-Oaxaca,16.4108396,-96.5035212
Santa MarÃ­a Atzompa-Oaxaca,17.0610316,-96.464534
Santa MarÃ­a CamotlÃ¡n-Oaxaca,17.5358418,-97.4136168
Santa MarÃ­a Colotepec-Oaxaca,15.5352052,-96.561892
Santa MarÃ­a Cortijo-Oaxaca,16.2702889,-98.1708579
Santa MarÃ­a Coyotepec-Oaxaca,16.5801778,-96.4224251
Santa MarÃ­a ChachoÃ¡pam-Oaxaca,17.313056,-97.1700618
Villa de Chilapa de DÃ­az-Oaxaca,17.3517984,-97.3754884
Santa MarÃ­a Chilchotla-Oaxaca,18.1403265,-96.4949946
Santa MarÃ­a Chimalapa-Oaxaca,16.5435712,-94.405888
Santa MarÃ­a del Rosario-Oaxaca,17.2106341,-97.3537753
Santa MarÃ­a del Tule-Oaxaca,17.0248126,-96.3811732
Santa MarÃ­a Ecatepec-Oaxaca,16.1703057,-95.5252069
Santa MarÃ­a GuelacÃ©-Oaxaca,17.0003156,-96.3610188
Santa MarÃ­a Guienagati-Oaxaca,16.4416738,-95.2116149
Santa MarÃ­a Huatulco-Oaxaca,15.5010001,-96.1919535
Santa MarÃ­a HuazolotitlÃ¡n-Oaxaca,16.1808,-97.54463
Santa MarÃ­a Ipalapa-Oaxaca,16.3810387,-98.0201766
Santa MarÃ­a IxcatlÃ¡n-Oaxaca,17.5105735,-97.1125735
Santa MarÃ­a Jacatepec-Oaxaca,17.5136478,-96.1240768
Santa MarÃ­a Jalapa del MarquÃ©s-Oaxaca,16.2624235,-95.2636161
Santa MarÃ­a Jaltianguis-Oaxaca,17.2156206,-96.3141777
Santa MarÃ­a LachixÃ­o-Oaxaca,16.4339922,-97.0109159
Santa MarÃ­a Mixtequilla-Oaxaca,16.222535,-95.1537704
Santa MarÃ­a Nativitas-Oaxaca,17.394138,-97.2005234
Santa MarÃ­a Nduayaco-Oaxaca,17.2441432,-97.2946814
Santa MarÃ­a Ozolotepec-Oaxaca,16.0751027,-96.221224
Santa MarÃ­a PÃ¡palo-Oaxaca,17.4702976,-96.4750483
Santa MarÃ­a PeÃ±oles-Oaxaca,17.0444094,-97.0008804
Santa MarÃ­a Petapa-Oaxaca,16.4920745,-95.0712139
Santa MarÃ­a Quiegolani-Oaxaca,16.1637968,-96.0307211
Santa MarÃ­a Sola-Oaxaca,16.3400297,-97.004721
Santa MarÃ­a Tataltepec-Oaxaca,17.0832852,-97.2342416
Santa MarÃ­a Tecomavaca-Oaxaca,17.5722526,-97.0127974
Santa MarÃ­a Temaxcalapa-Oaxaca,17.2251958,-96.094492
Santa MarÃ­a Temaxcaltepec-Oaxaca,16.0947192,-97.1140758
Santa MarÃ­a Teopoxco-Oaxaca,18.0959973,-96.5718501
Santa MarÃ­a Tepantlali-Oaxaca,16.5951047,-96.0036433
Santa MarÃ­a TexcatitlÃ¡n-Oaxaca,17.4246458,-97.0400082
Santa MarÃ­a Tlahuitoltepec-Oaxaca,17.0551133,-96.0347708
Santa MarÃ­a Tlalixtac-Oaxaca,17.5706038,-96.4417071
Santa MarÃ­a Tonameca-Oaxaca,15.4449702,-96.3243315
Santa MarÃ­a Totolapilla-Oaxaca,16.3611622,-95.3731637
Santa MarÃ­a Xadani-Oaxaca,16.2137083,-95.0111461
Santa MarÃ­a Yalina-Oaxaca,17.1425695,-96.1546013
Santa MarÃ­a YavesÃ­a-Oaxaca,17.1403175,-96.2546256
Santa MarÃ­a Yolotepec-Oaxaca,16.5236497,-97.3019181
Santa MarÃ­a YosoyÃºa-Oaxaca,17.0712669,-97.3053252
Santa MarÃ­a Yucuhiti-Oaxaca,17.0105494,-97.4610232
Santa MarÃ­a Zacatepec-Oaxaca,16.455002,-97.5923559
Santa MarÃ­a Zaniza-Oaxaca,16.3918351,-97.2018757
Santa MarÃ­a ZoquitlÃ¡n-Oaxaca,16.3330095,-96.2110336
Santiago Amoltepec-Oaxaca,16.382726,-97.294129
Santiago Apoala-Oaxaca,17.3854969,-97.0813003
Santiago ApÃ³stol-Oaxaca,16.4815347,-96.432069
Santiago Astata-Oaxaca,15.5915472,-95.4033116
Santiago AtitlÃ¡n-Oaxaca,17.0614304,-95.5644869
Santiago Ayuquililla-Oaxaca,17.5606381,-97.5729744
Santiago Cacaloxtepec-Oaxaca,17.4312857,-97.4425751
Santiago CamotlÃ¡n-Oaxaca,17.2646561,-96.1104762
Santiago Comaltepec-Oaxaca,17.3350852,-96.3252127
Villa de Santiago Chazumba-Oaxaca,18.1119566,-97.4049943
Santiago ChoÃ¡pam-Oaxaca,17.2138203,-95.5521444
Santiago del RÃ­o-Oaxaca,17.2721511,-98.0518745
Santiago HuajolotitlÃ¡n-Oaxaca,17.4935939,-97.4354361
Santiago Huauclilla-Oaxaca,17.2703027,-97.0417498
Santiago IhuitlÃ¡n Plumas-Oaxaca,17.5054508,-97.2547075
Santiago Ixcuintepec-Oaxaca,16.5605302,-95.372318
Santiago Ixtayutla-Oaxaca,16.3354023,-97.3907088
Santiago Jamiltepec-Oaxaca,16.164605,-97.4910856
Santiago Jocotepec-Oaxaca,17.3208447,-95.5639898
Santiago Juxtlahuaca-Oaxaca,17.2007045,-98.0044818
Santiago Lachiguiri-Oaxaca,16.4111251,-95.315757
Santiago Lalopa-Oaxaca,17.2504654,-96.1454932
Santiago Laollaga-Oaxaca,16.3505592,-95.1216485
Santiago Laxopa-Oaxaca,17.1311127,-96.1848227
Santiago Llano Grande-Oaxaca,16.2921935,-98.1722807
Santiago MatatlÃ¡n-Oaxaca,16.5157958,-96.2300324
Santiago Miltepec-Oaxaca,17.590504,-97.4121439
Santiago Minas-Oaxaca,16.253426,-97.1341352
Santiago Nacaltepec-Oaxaca,17.3019707,-96.5459384
Santiago Nejapilla-Oaxaca,17.2513022,-97.2221419
Santiago Nundiche-Oaxaca,17.1954452,-97.4024594
Santiago NuyoÃ³-Oaxaca,17.0054621,-97.4559541
Santiago Pinotepa Nacional-Oaxaca,16.2020433,-98.0301251
Santiago Suchilquitongo-Oaxaca,17.1449653,-96.522527
Santiago Tamazola-Oaxaca,17.4009512,-98.1314881
Santiago Tapextla-Oaxaca,16.2027492,-98.2650907
Villa TejÃºpam de la UniÃ³n-Oaxaca,17.4001515,-97.2824675
Santiago Tenango-Oaxaca,17.1929714,-97.0014773
Santiago Tepetlapa-Oaxaca,17.4657345,-97.240553
Santiago Tetepec-Oaxaca,16.1920175,-97.4453714
Santiago Texcalcingo-Oaxaca,18.1229504,-96.5807569
Santiago TextitlÃ¡n-Oaxaca,16.4133808,-97.1537153
Santiago Tilantongo-Oaxaca,17.1659078,-97.2023293
Santiago Tillo-Oaxaca,17.2737026,-97.1911004
Santiago Tlazoyaltepec-Oaxaca,17.0136847,-96.5943783
Santiago Xanica-Oaxaca,16.0034088,-96.1329734
Santiago XiacuÃ­-Oaxaca,17.1735231,-96.2553861
Santiago Yaitepec-Oaxaca,16.1332056,-97.1609695
Santiago Yaveo-Oaxaca,17.2008982,-95.420249
Santiago YolomÃ©catl-Oaxaca,17.2815358,-97.3411101
Santiago YosondÃºa-Oaxaca,16.5224158,-97.3435792
Santiago Yucuyachi-Oaxaca,17.3629525,-98.1147058
Santiago Zacatepec-Oaxaca,17.0933823,-95.5453864
Santiago Zoochila-Oaxaca,17.1314038,-96.1431699
Nuevo ZoquiÃ¡pam-Oaxaca,17.1728758,-96.3711943
Santo Domingo Ingenio-Oaxaca,16.3518572,-94.4607068
Santo Domingo Albarradas-Oaxaca,17.0404957,-96.1200338
Santo Domingo Armenta-Oaxaca,16.19587,-98.2241348
Santo Domingo ChihuitÃ¡n-Oaxaca,16.353079,-95.094453
Santo Domingo de Morelos-Oaxaca,15.4958816,-96.4005075
Santo Domingo IxcatlÃ¡n-Oaxaca,16.5450136,-97.3154961
Santo Domingo NuxaÃ¡-Oaxaca,17.131883,-97.0714556
Santo Domingo Ozolotepec-Oaxaca,16.0903125,-96.1837438
Santo Domingo Petapa-Oaxaca,16.4914409,-95.0825521
Santo Domingo Roayaga-Oaxaca,17.201547,-96.0652462
Santo Domingo Tehuantepec-Oaxaca,16.195541,-95.1355377
Santo Domingo Teojomulco-Oaxaca,16.352185,-97.1334275
Santo Domingo Tepuxtepec-Oaxaca,16.5724794,-96.0319463
Santo Domingo TlatayÃ¡pam-Oaxaca,17.2426884,-97.2049283
Santo Domingo Tomaltepec-Oaxaca,17.0337511,-96.3727687
Santo Domingo TonalÃ¡-Oaxaca,17.4028602,-97.5750156
Santo Domingo Tonaltepec-Oaxaca,17.3639086,-97.2136296
Santo Domingo XagacÃ­a-Oaxaca,17.0919953,-96.1604661
Santo Domingo YanhuitlÃ¡n-Oaxaca,17.3140954,-97.2032314
Santo Domingo Yodohino-Oaxaca,17.3700791,-97.405888
Santo Domingo Zanatepec-Oaxaca,16.2858093,-94.2114052
Santos Reyes Nopala-Oaxaca,16.0624352,-97.0840009
Santos Reyes PÃ¡palo-Oaxaca,17.4816764,-96.513916
Santos Reyes Tepejillo-Oaxaca,17.2615921,-97.5617961
Santos Reyes YucunÃ¡-Oaxaca,17.4639867,-98.0016296
Santo TomÃ¡s Jalieza-Oaxaca,16.5039762,-96.4015719
Santo TomÃ¡s Mazaltepec-Oaxaca,17.1024696,-96.521752
Santo TomÃ¡s Ocotepec-Oaxaca,17.0842916,-97.4544285
Santo TomÃ¡s Tamazulapan-Oaxaca,16.1619324,-96.3508984
San Vicente CoatlÃ¡n-Oaxaca,16.2312788,-96.5041835
San Vicente LachixÃ­o-Oaxaca,16.4215636,-97.0110304
San Vicente NuÃ±Ãº-Oaxaca,17.2724339,-97.2632221
SilacayoÃ¡pam-Oaxaca,17.300521,-98.0833307
Sitio de Xitlapehua-Oaxaca,16.210373,-96.3157371
Soledad Etla-Oaxaca,17.1018063,-96.4914725
Villa de TamazulÃ¡pam del Progreso-Oaxaca,17.4023026,-97.3422253
Tanetze de Zaragoza-Oaxaca,17.2236239,-96.180805
Taniche-Oaxaca,16.3401072,-96.4512893
Tataltepec de ValdÃ©s-Oaxaca,16.1823063,-97.324585
Teococuilco de Marcos PÃ©rez-Oaxaca,17.2107161,-96.36538
TeotitlÃ¡n de Flores MagÃ³n-Oaxaca,18.0756404,-97.0414535
TeotitlÃ¡n del Valle-Oaxaca,17.0146486,-96.3108215
Teotongo-Oaxaca,17.4334764,-97.3212165
Tepelmeme Villa de Morelos-Oaxaca,17.5229302,-97.2143913
"Heroica Villa TezoatlÃ¡n de Segura y Luna, Cuna de la Independencia de Oaxaca-Oaxaca",17.3916079,-97.4830016
San JerÃ³nimo Tlacochahuaya-Oaxaca,17.0031921,-96.3451865
Tlacolula de Matamoros-Oaxaca,16.5720246,-96.2845174
Tlacotepec Plumas-Oaxaca,17.5102798,-97.2558185
Tlalixtac de Cabrera-Oaxaca,17.0428144,-96.3854301
Totontepec Villa de Morelos-Oaxaca,17.1531082,-96.0138477
Trinidad Zaachila-Oaxaca,16.5516418,-96.4555236
La Trinidad Vista Hermosa-Oaxaca,17.4621469,-97.3020705
UniÃ³n Hidalgo-Oaxaca,16.2822166,-94.494418
Valerio Trujano-Oaxaca,17.4618172,-96.5848795
San Juan Bautista Valle Nacional-Oaxaca,17.4629832,-96.1814561
Villa DÃ­az Ordaz-Oaxaca,16.5954773,-96.2557133
Yaxe-Oaxaca,16.4330456,-96.2820923
Magdalena Yodocono de Porfirio DÃ­az-Oaxaca,17.2306338,-97.2117914
Yogana-Oaxaca,16.274037,-96.4718796
Yutanduchi de Guerrero-Oaxaca,17.0222039,-97.1750996
Villa de Zaachila-Oaxaca,16.5702584,-96.4502118
San Mateo Yucutindoo-Oaxaca,16.5234931,-97.1419959
ZapotitlÃ¡n Lagunas-Oaxaca,17.4519713,-98.2322469
ZapotitlÃ¡n Palmas-Oaxaca,17.5323506,-97.4905333
Santa InÃ©s de Zaragoza-Oaxaca,17.1342605,-97.0933206
ZimatlÃ¡n de Ãlvarez-Oaxaca,16.520007,-96.4708279
Acajete-Puebla,19.0617785,-97.5709774
Acateno-Puebla,20.0747659,-97.1237453
AcatlÃ¡n-Puebla,18.1208285,-98.0254981
Acatzingo-Puebla,18.5846038,-97.4707655
Acteopan-Puebla,18.4554073,-98.4255049
AhuacatlÃ¡n-Puebla,20.0019678,-97.5138516
AhuatlÃ¡n-Puebla,18.342284,-98.1518828
Ahuazotepec-Puebla,20.0245768,-98.0944451
Ahuehuetitla-Puebla,18.1238763,-98.1316879
Ajalpan-Puebla,18.2239132,-97.1529896
Albino Zertuche-Puebla,18.0102198,-98.3224572
Aljojuca-Puebla,19.0601463,-97.3152807
Altepexi-Puebla,18.2200361,-97.1757047
AmixtlÃ¡n-Puebla,20.0257973,-97.4756101
Amozoc-Puebla,19.0240606,-98.0241701
Aquixtla-Puebla,19.474808,-97.5611903
Atempan-Puebla,19.502364,-97.2733403
Atexcal-Puebla,18.2354063,-97.4412541
Atlixco-Puebla,18.5431854,-98.2603003
Atoyatempan-Puebla,18.4921241,-97.5449499
Atzala-Puebla,18.3241352,-98.3315393
AtzitzihuacÃ¡n-Puebla,18.4925362,-98.345751
Atzitzintla-Puebla,18.5350575,-97.1938596
Axutla-Puebla,18.1118794,-98.2321852
Ayotoxco de Guerrero-Puebla,20.0549774,-97.2437885
Calpan-Puebla,19.0628577,-98.2733261
Caltepec-Puebla,18.1056308,-97.2845734
Camocuautla-Puebla,20.0218556,-97.4527817
Caxhuacan-Puebla,20.0350249,-97.3623822
Coatepec-Puebla,20.0343722,-97.4356158
Coatzingo-Puebla,18.3654516,-98.1027179
Cohetzala-Puebla,18.1223111,-98.4821199
Cohuecan-Puebla,18.4659538,-98.431376
Coronango-Puebla,19.0751968,-98.1829065
CoxcatlÃ¡n-Puebla,18.1559519,-97.0849607
Coyomeapan-Puebla,18.1701493,-96.5933001
Coyotepec-Puebla,18.2415897,-97.4950808
Cuapiaxtla de Madero-Puebla,18.5500744,-97.4931071
Cuautempan-Puebla,19.5445498,-97.4746468
CuautinchÃ¡n-Puebla,18.5720571,-98.0057515
Cuautlancingo-Puebla,19.0521649,-98.1623916
Cuayuca de Andrade-Puebla,18.2911993,-98.1101912
Cuetzalan del Progreso-Puebla,20.0106673,-97.3114774
Cuyoaco-Puebla,19.3619215,-97.3718665
Chalchicomula de Sesma-Puebla,18.5917736,-97.2654585
Chapulco-Puebla,18.3713757,-97.2440202
Chiautla-Puebla,18.1758744,-98.3610012
Chiautzingo-Puebla,19.1210492,-98.2805733
Chiconcuautla-Puebla,20.0541163,-97.5622652
Chichiquila-Puebla,19.1200927,-97.0403756
Chietla-Puebla,18.3109713,-98.3442069
ChigmecatitlÃ¡n-Puebla,18.3844038,-98.0432236
Chignahuapan-Puebla,19.5017604,-98.0151511
Chignautla-Puebla,19.4850083,-97.2322523
Chila-Puebla,17.5812057,-97.5141977
Chila de la Sal-Puebla,18.063276,-98.290356
Honey-Puebla,20.1421169,-98.1243695
Chilchotla-Puebla,19.1518727,-97.1102016
Chinantla-Puebla,18.1201808,-98.154739
Domingo Arenas-Puebla,19.0831303,-98.2727033
EloxochitlÃ¡n-Puebla,18.2956209,-96.5717414
EpatlÃ¡n-Puebla,18.3830432,-98.221484
Esperanza-Puebla,18.5130085,-97.2230455
Francisco Z. Mena-Puebla,20.4401299,-97.5107695
General Felipe Ãngeles-Puebla,18.5936267,-97.4231659
Guadalupe-Puebla,18.0529282,-98.0713517
Guadalupe Victoria-Puebla,19.1723231,-97.2033704
Hermenegildo Galeana-Puebla,20.0718241,-97.4440635
Huaquechula-Puebla,18.4614548,-98.3229515
Huatlatlauca-Puebla,18.4043588,-98.0302779
Huauchinango-Puebla,20.1028912,-98.0304824
Huehuetla-Puebla,20.0614895,-97.3729639
HuehuetlÃ¡n el Chico-Puebla,18.2223401,-98.4116613
Huejotzingo-Puebla,19.0932379,-98.2429272
Hueyapan-Puebla,19.5257209,-97.2645106
Hueytamalco-Puebla,19.5622124,-97.1720547
Hueytlalpan-Puebla,20.013264,-97.4155242
Huitzilan de SerdÃ¡n-Puebla,19.5758364,-97.4137173
Huitziltepec-Puebla,18.4609896,-97.5251
Atlequizayan-Puebla,20.0050427,-97.372671
Ixcamilpa de Guerrero-Puebla,18.0137356,-98.4147663
Ixcaquixtla-Puebla,18.2736344,-97.4956451
IxtacamaxtitlÃ¡n-Puebla,19.3724972,-97.4859653
Ixtepec-Puebla,20.0129772,-97.3848406
IzÃºcar de Matamoros-Puebla,18.3608032,-98.2755463
Jalpan-Puebla,20.2848347,-97.5633473
Jolalpan-Puebla,18.191386,-98.5039471
Jonotla-Puebla,20.0149369,-97.3429657
Jopala-Puebla,20.0946081,-97.4134512
Juan C. Bonilla-Puebla,19.0638502,-98.194452
Juan Galindo-Puebla,20.1243499,-98.0007711
Juan N. MÃ©ndez-Puebla,18.3224016,-97.4620244
Lafragua-Puebla,19.1747917,-97.1756356
Libres-Puebla,19.2753037,-97.4115814
La Magdalena Tlatlauquitepec-Puebla,18.4530672,-98.0602522
Mazapiltepec de JuÃ¡rez-Puebla,19.0709351,-97.4212605
Mixtla-Puebla,18.541109,-97.5343754
Molcaxac-Puebla,18.4416445,-97.5442694
CaÃ±ada Morelos-Puebla,18.4413178,-97.2519545
Naupan-Puebla,20.1342499,-98.0635039
Nauzontla-Puebla,19.5732536,-97.3611231
Nealtican-Puebla,19.0303408,-98.2539829
NicolÃ¡s Bravo-Puebla,18.3647604,-97.1820372
Nopalucan-Puebla,19.1257705,-97.4924736
Ocotepec-Puebla,19.3319793,-97.3857183
Ocoyucan-Puebla,18.5836744,-98.1809167
Olintla-Puebla,20.06064,-97.4105055
Oriental-Puebla,19.2232889,-97.3709663
PahuatlÃ¡n-Puebla,20.1632614,-98.0859677
Palmar de Bravo-Puebla,18.5009335,-97.3251024
Pantepec-Puebla,20.3118551,-97.5618567
Petlalcingo-Puebla,18.0455925,-97.5504253
Piaxtla-Puebla,18.1155522,-98.1536521
Puebla-Puebla,19.0238363,-98.1150981
Quecholac-Puebla,18.5718228,-97.3937615
QuimixtlÃ¡n-Puebla,19.1511742,-97.0808439
Rafael Lara Grajales-Puebla,19.1331383,-97.4816383
Los Reyes de JuÃ¡rez-Puebla,18.5648438,-97.4847173
San AndrÃ©s Cholula-Puebla,19.0303398,-98.180236
San Antonio CaÃ±ada-Puebla,18.2950418,-97.1724005
San Diego la Mesa Tochimiltzingo-Puebla,18.4834512,-98.1953051
San Felipe Teotlalcingo-Puebla,19.1408609,-98.2943637
San Felipe TepatlÃ¡n-Puebla,20.0528808,-97.4746203
San Gabriel Chilac-Puebla,18.1934584,-97.2052734
San Gregorio Atzompa-Puebla,19.0136069,-98.2044756
San JerÃ³nimo Tecuanipan-Puebla,19.0051883,-98.2403445
San JerÃ³nimo XayacatlÃ¡n-Puebla,18.131657,-97.5451614
San JosÃ© Chiapa-Puebla,19.1431454,-97.46078
San JosÃ© MiahuatlÃ¡n-Puebla,18.1724858,-97.1715558
San Juan Atenco-Puebla,19.0523942,-97.3227037
San Juan Atzompa-Puebla,18.4445937,-98.0127534
San MartÃ­n Texmelucan-Puebla,19.1658469,-98.2607856
San MartÃ­n Totoltepec-Puebla,18.3857132,-98.2047043
San MatÃ­as Tlalancaleca-Puebla,19.1927938,-98.2953388
San Miguel IxitlÃ¡n-Puebla,17.5958265,-97.4624327
San Miguel Xoxtla-Puebla,19.100589,-98.1834916
San NicolÃ¡s Buenos Aires-Puebla,19.0942828,-97.3254283
San NicolÃ¡s de los Ranchos-Puebla,19.0421321,-98.2908509
San Pablo Anicano-Puebla,18.0728036,-98.0502517
San Pedro Cholula-Puebla,19.0344943,-98.1827021
San Pedro Yeloixtlahuaca-Puebla,18.0701578,-98.0441157
San Salvador el Seco-Puebla,19.0805083,-97.3833899
San Salvador el Verde-Puebla,19.1608474,-98.3101797
San Salvador Huixcolotla-Puebla,18.5514195,-97.4618442
San SebastiÃ¡n Tlacotepec-Puebla,18.2416726,-96.5102197
Santa Catarina Tlaltempan-Puebla,18.3651345,-98.044764
Santa InÃ©s Ahuatempan-Puebla,18.2445784,-98.0103704
Santa Isabel Cholula-Puebla,18.5940468,-98.2245261
Santiago MiahuatlÃ¡n-Puebla,18.3311359,-97.2630672
HuehuetlÃ¡n el Grande-Puebla,18.44179,-98.1004478
Santo TomÃ¡s Hueyotlipan-Puebla,18.5327921,-97.5202032
Soltepec-Puebla,19.0709221,-97.4230401
Tecali de Herrera-Puebla,18.5403717,-97.580889
Tecamachalco-Puebla,18.530489,-97.4342298
TecomatlÃ¡n-Puebla,18.0639457,-98.1851741
TehuacÃ¡n-Puebla,18.2743864,-97.2331196
Tehuitzingo-Puebla,18.1954171,-98.1634054
Tenampulco-Puebla,20.1016749,-97.2419488
TeopantlÃ¡n-Puebla,18.4247734,-98.1544534
Teotlalco-Puebla,18.2810642,-98.4641767
Tepanco de LÃ³pez-Puebla,18.3318247,-97.3341393
Tepango de RodrÃ­guez-Puebla,20.0010125,-97.4746572
Tepatlaxco de Hidalgo-Puebla,19.0438288,-97.5759821
Tepeaca-Puebla,18.5758078,-97.5419564
Tepemaxalco-Puebla,18.4408172,-98.3744598
Tepeojuma-Puebla,18.4320815,-98.2701039
Tepetzintla-Puebla,19.5801509,-97.5027511
Tepexco-Puebla,18.3829879,-98.4125866
Tepexi de RodrÃ­guez-Puebla,18.3451661,-97.5534285
Tepeyahualco-Puebla,19.2931221,-97.2932106
Tepeyahualco de CuauhtÃ©moc-Puebla,18.4847337,-97.5240903
Tetela de Ocampo-Puebla,19.4900329,-97.48215
Teteles de Avila Castillo-Puebla,19.5129844,-97.2725749
TeziutlÃ¡n-Puebla,19.4904766,-97.2139159
Tianguismanalco-Puebla,18.5839932,-98.2653589
Tilapa-Puebla,18.3529692,-98.3323076
Tlacotepec de Benito JuÃ¡rez-Puebla,18.4057963,-97.3912743
Tlacuilotepec-Puebla,20.1934555,-98.0408073
Tlachichuca-Puebla,19.0656285,-97.2508807
Tlahuapan-Puebla,19.1949813,-98.3456636
Tlaltenango-Puebla,19.1012084,-98.2039539
Tlanepantla-Puebla,18.515531,-97.5314629
Tlaola-Puebla,20.0813325,-97.5527403
Tlapacoya-Puebla,20.0723343,-97.5104946
TlapanalÃ¡-Puebla,18.4146119,-98.321606
Tlatlauquitepec-Puebla,19.5104787,-97.2948011
Tlaxco-Puebla,20.2525734,-98.0143117
Tochimilco-Puebla,18.5334528,-98.3419798
Tochtepec-Puebla,18.5024411,-97.4932696
Totoltepec de Guerrero-Puebla,18.1321148,-97.5118484
Tulcingo-Puebla,18.0242489,-98.2628715
Tuzamapan de Galeana-Puebla,20.035622,-97.3430368
Tzicatlacoyan-Puebla,18.5028419,-98.0253315
Venustiano Carranza-Puebla,20.3017751,-97.400978
Vicente Guerrero-Puebla,18.3216338,-97.1208842
XayacatlÃ¡n de Bravo-Puebla,18.1408075,-97.5831943
Xicotepec-Puebla,20.1633811,-97.5729317
XicotlÃ¡n-Puebla,18.0331475,-98.3129818
Xiutetelco-Puebla,19.4745821,-97.1935464
Xochiapulco-Puebla,19.4916387,-97.3931318
Xochiltepec-Puebla,18.3900099,-98.2036541
XochitlÃ¡n de Vicente SuÃ¡rez-Puebla,19.5805972,-97.3748336
XochitlÃ¡n Todos Santos-Puebla,18.4219777,-97.4630277
YaonÃ¡huac-Puebla,19.5215223,-97.2759206
Yehualtepec-Puebla,18.4735848,-97.3946331
Zacapala-Puebla,18.3526232,-98.0355183
